,name,state,review_count,stars
131821,Taco Time,ID,11,3.5
131823,P J Whelihan's Pub - Newtown Square,PA,97,3.5
131831,Kneaders Bakery & Cafe,AZ,134,3.5
131832,Coco N‘Ice,FL,5,5.0
131833,Key's Fuel Mart,LA,11,4.0
131843,Dominick's Side Door Pub,PA,50,4.0
131845,Little Caesar's Pizza,FL,14,2.5
131849,Bottleworks District,IN,20,4.5
131850,Pizza 106,AB,6,4.0
131851,Chloe’s Corner,PA,57,4.0
131854,Panda Chinese Restaurant,MO,54,3.5
131855,4Corners Bistro,LA,5,3.0
131857,La Alameda,FL,19,4.0
131861,Honest Coffee Roasters,TN,146,4.0
131862,China King,MO,15,2.5
131866,Burger King,PA,12,1.5
131867,Transplant Detroit Style Pizza,AZ,44,4.0
131868,Cannon's Custom Cakes Bakery,DE,52,2.5
131869,Rita's Italian Ice,PA,5,5.0
131870,Wendy's,IN,12,2.0
131875,Syberg's Gravois ,MO,145,3.5
131876,DAVIDsTEA,AB,18,4.0
131877,Yama Japan,NJ,55,4.0
131882,Holy Smoke Cigar Cafe,FL,18,5.0
131883,Tian Tian Chinese Restaurant,FL,26,3.5
131884,Domino's Pizza,PA,33,1.0
131892,Lottie's Cafe,IL,14,4.0
131905,Los Mariachis,ID,20,4.0
131906,Frick'n Chick'n,AB,14,4.0
131912,Lorraine's Taste of the South,PA,19,4.5
131918,Taco Bell,IN,27,1.5
131921,Firehouse Subs,TN,49,3.5
131923,Wayside Market,PA,73,4.5
131924,City Donuts & Café,LA,92,3.5
131925,Starbucks,TN,58,2.5
131940,Neopolitan Delicatessen & Restaurant,PA,41,3.0
131941,The Jackrabbit Lounge,AZ,7,4.5
131945,Billy Wright's Manuel's Style Hot Tamales,LA,12,4.5
131947,Las Fajitas Mexican Restaurant,TN,29,3.0
131951,Dunkin',PA,7,2.5
131954,Little Pearl Oyster Bar,ID,36,4.5
131957,McDonald's,AZ,26,2.5
131958,Port of Subs,NV,37,4.0
131959,LOFT Thai Eatery,AB,36,4.5
131964,Tiffany's Restaurant,FL,116,3.5
131965,Wawa,NJ,10,2.5
131966,Jersey Mike’s Subs,AZ,5,4.0
131972,Wawa,NJ,7,3.5
131974,Holly Hill Health Foods,PA,11,4.5
131977,Original's Italian Pizzeria and Restaurant,PA,28,4.5
131978,Tequila Sunrise,IN,136,3.5
131979,The Jazz Playhouse,LA,268,4.5
131981,Mint Indian Cuisine,IN,66,3.5
131983,Bella Roma's Pizza,PA,32,4.0
131988,Ta' Raspado,AZ,6,3.5
131990,Nan Feng Asian Food Restaurant,PA,22,3.5
131992,Domino's Pizza,LA,9,1.5
131998,Rosie's Bar & Grill,AB,10,2.5
132002,Charm me Sweet Candy Store,MO,21,5.0
132005,Vault Taproom,PA,14,4.0
132007,Green Tea,LA,116,3.0
132010,The Cupcake Collection,TN,360,4.5
132016,Poké Fish,FL,129,4.0
132017,Chili's,FL,78,2.5
132019,Izumi Japanese Steakhouse,ID,281,4.0
132022,Green Market Cafe,FL,5,4.5
132023,Dave's World Famous Bar & Restaurant,MO,20,3.0
132024,Wawa Food Markets,NJ,7,3.0
132027,Wawa,FL,11,3.5
132028,Baja Tacos,AZ,30,4.5
132035,Boston Pizza,AB,13,2.0
132036,CVS Pharmacy,IL,9,3.0
132038,Granite City Food & Brewery,MO,350,3.0
132040,Mokas Mediterranean Restaurant,PA,5,2.5
132046,80 Flavours Ice Cream,AB,5,4.5
132050,Pho Le,ID,179,4.0
132055,Rolf and Daughters,TN,867,4.5
132062,Eat Well Nashville,TN,11,4.5
132071,BurgerFi,FL,7,4.0
132076,California Pizza Kitchen,NV,131,3.0
132077,Flava Cafe,AB,5,5.0
132081,Pine Tavern Distillery,NJ,10,4.5
132082,The Royal Bakery,LA,15,3.5
132083,Bricks Café,TN,51,3.5
132085,Pizza Hut,NV,34,2.5
132087,Welton Brewing Co & Oyster Bar,FL,10,5.0
132088,Sonic Drive-In,FL,45,1.5
132091,Dunkin',AZ,65,2.0
132092,Otts Tavern & Millstadt Fish Stand,IL,35,4.0
132093,The Twisted Indian Food Truck,FL,23,4.5
132095,Checkers,FL,18,1.5
132099,KFC,MO,15,2.0
132105,Yayo's O.m.g!,TN,41,4.0
132111,Dunkin',FL,8,2.0
132117,Coconut Beach Volleyball Complex,LA,10,4.5
132119,Federal Donuts,PA,8,4.0
132124,Cedar Hollow Inn Restaurant & Bar,PA,73,3.5
132127,Jamaican Reggae Grill,IN,400,4.5
132130,Cody's Cafe,CA,294,3.5
132134,McDonald's,AB,8,3.5
132139,Pier 4,LA,11,3.5
132140,Skyye Bar and Grille,FL,15,3.5
132141,Lassens Natural Foods & Vitamins,CA,22,2.5
132147,Wawa,PA,8,3.0
132153,Vaso,LA,213,3.0
132155,Subway,FL,8,2.5
132165,Big Boys Moving And Storage,FL,66,1.5
132166,Café St. Louis,MO,8,3.5
132168,Chikara Sushi & Asian Fusion,PA,131,4.0
132169,Acropolis Greek Taverna,FL,231,3.5
132173,Popeyes,DE,21,2.0
132176,Starbucks,CA,75,2.5
132178,Courtyard Cafe,FL,19,4.5
132179,Szechuan House,AB,13,3.5
132181,Barkley's BBQ,PA,15,3.0
132182,Fruitwood Standup Market,FL,159,4.5
132183,Huntsman Tavern,NV,44,4.5
132184,Wawa,FL,6,4.0
132186,El Rosal Tortilla Factory,NV,61,4.0
132187,Asian Wok,NV,70,3.5
132191,Freddy's Frozen Custard & Steakburgers,AZ,39,3.5
132192,Curbside Cookery,MO,6,4.0
132193,Chestnut Hill Brewing Co - Taproom,PA,10,3.5
132206,Dairy Queen Grill & Chill,MO,8,3.0
132208,Jailbird,IN,81,4.5
132212,Moe's Southwest Grill,IN,40,3.5
132218,BRU Burger Bar - Plainfield,IN,233,4.0
132220,Little Caesars Pizza,PA,12,2.5
132223,Adams’ Rib & Grille,DE,22,3.5
132233,Quick & Quality,PA,5,4.0
132234,Heirloom Farmers Market - Rillito Park,AZ,35,4.5
132242,French Truck Coffee,LA,246,4.5
132243,Ginza Japanese & Asian Restaurant,NJ,61,3.5
132245,Walgreens,NV,22,2.0
132247,Bombay Chaat & Paan House,AB,5,3.5
132248,Island Dreams Cuisine,NJ,6,4.0
132250,Chipotle Mexican Grill,FL,10,2.0
132251,Boova Haus,PA,11,4.5
132255,DAWA Sushi & Ramen Bar,PA,104,4.5
132256,King Wong,NJ,24,4.0
132258,Takka Grill & Pizza,PA,22,2.0
132260,MNM BBQ,FL,153,4.5
132264,Grand Café,NV,361,2.5
132265,Kukai,AZ,139,4.5
132273,Arizona Ice Cream,AZ,6,2.5
132276,Creek Side Diner,PA,24,3.5
132277,Chick-fil-A,PA,19,4.5
132278,Samurai Sushi & Korean Pub,TN,60,4.0
132282,Wendy's,PA,11,2.5
132284,Dorinku Tokyo,AB,159,4.0
132285,IHOP,PA,91,2.5
132287,Blue Cross RiverRink,PA,87,4.0
132293,Yoko's,FL,245,4.0
132295,Bombolé,AZ,81,4.5
132296,Starlite Cruises On Smooth Inland Waters,FL,15,2.5
132299,Walgreens,MO,6,3.0
132301,Yona Redz,CA,125,4.5
132304,Broncos Brazilian Steakhouse,PA,102,4.5
132307,True REST Float Spa Cool Springs,TN,6,4.5
132309,Outback & Carrabba's Express,FL,71,2.5
132310,Ye Olde College Inn,LA,25,2.0
132311,Dunkin',MO,40,1.5
132312,Great Wall Chinese Buffet,IL,19,2.5
132314,Which Wich,IN,96,4.0
132318,Bud's Liquors & Wine,TN,20,4.0
132320,Carrabba's Italian Grill,FL,97,3.5
132328,Fish Wok,AZ,57,3.5
132334,Ming kitchen,TN,21,3.5
132335,Athenian Garden,FL,160,4.0
132344,Dave's Dogs Grill,CA,365,4.5
132345,Burger King,FL,14,3.0
132348,Workhorse Brewing Company,PA,66,4.5
132356,Snap Custom Pizza,PA,105,4.0
132361,Toppers Pizza,IN,91,3.0
132365,Just Love Coffee Cafe - Brentwood,TN,141,4.0
132366,Granddaddy's Original Hot Chicken Shack,TN,10,5.0
132373,European Republic,PA,239,4.0
132376,Jean-Georges Philadelphia,PA,117,4.0
132378,Checkers,FL,13,2.5
132381,Shaxian Delicacies,PA,7,3.5
132384,Stella Blues,MO,84,4.0
132386,Bristol Blitz,PA,5,3.0
132387,Foundation Coffee Co,FL,168,4.5
132388,World Market,NV,62,4.0
132389,La Colombe Coffee,PA,156,4.0
132396,Kum Fong Restaurant,NJ,64,3.5
132398,KFC,AB,6,1.0
132399,Banh Mi Square,PA,22,3.5
132403,Careit Urban Deli,AB,9,4.0
132405,Big Red Liquors,IN,6,4.5
132407,Wilburn Street Tavern,TN,12,4.5
132410,Uncorked Wine Tasting and Kitchen,CA,146,5.0
132417,La Hacienda Mexican Restaurant,IN,254,4.0
132422,Starbucks,ID,10,3.5
132429,Brooklyn Water Bagel,FL,82,3.5
132430,Taco Bell,IN,6,1.5
132434,Yummy Sushi,PA,94,3.5
132437,Greek's Pizzeria,IN,72,3.5
132440,Florida Orange Groves Winery,FL,135,4.5
132441,QuikTrip,MO,5,2.5
132442,Pho Truck - Tampa Bay,FL,13,4.5
132451,The Ketogenic Reset - Nutrition Lifestyle Coaching,ID,15,5.0
132454,Pizza Hut,IL,7,2.5
132459,Happy Inn,PA,12,3.5
132465,Martin's Bar-B-Que Joint,TN,2221,4.0
132467,Dawsons On Main,IN,265,4.0
132468,Golden Empress Garden,PA,181,3.5
132469,Burger Bar at Gallo's,PA,122,3.5
132470,Checkers,DE,13,2.0
132471,"Q&C HotelBar New Orleans, Autograph Collection®",LA,120,4.0
132472,Uchi Sushi,LA,116,4.0
132475,Gryphon Cafe,PA,33,4.5
132476,Sierra Meat & Seafood,NV,11,4.0
132480,Persia House of Kababs,FL,74,3.5
132490,China House,MO,54,4.0
132493,Panda Express,TN,7,2.5
132495,Dunkin',PA,34,3.5
132497,Scarpetta,PA,213,4.0
132498,Coffee Corner,NJ,5,5.0
132499,Taco Bell,PA,11,2.0
132500,Mexichina,TN,8,4.5
132503,Popeyes Louisiana Kitchen,PA,20,3.0
132505,LS Organics,FL,12,5.0
132506,Popeyes Louisiana Kitchen,LA,25,1.5
132507,Poke Bros,DE,68,4.0
132508,Subway,TN,13,2.5
132510,Pure Order Brewing,CA,82,4.5
132513,Chick-fil-A,NJ,32,4.5
132524,Calios,PA,10,2.5
132529,Zony Mash Beer Project,LA,35,4.5
132535,Sumo Sumo Sushi Bar & Grill,AB,115,3.5
132537,Pizza Power,PA,8,4.0
132542,Lucky's Boba Tea,AZ,56,4.5
132547,09 Pub,MO,12,5.0
132549,Baskin-Robbins,TN,23,3.0
132552,Walgreens,MO,10,3.0
132553,Domino's Pizza,MO,9,2.5
132554,Dallas Pizza & Steak House,AB,32,3.5
132555,Tacos Apson,AZ,241,4.5
132558,Aloha Fresh,ID,5,3.5
132564,Sam's Pizza,PA,32,4.0
132567,Trevose Beer and Soda,PA,8,2.0
132571,Krispy Kreme,TN,55,2.5
132575,The Whitpain Tavern,PA,102,3.0
132576,Elio's Wine Warehouse,LA,41,3.5
132580,Marco's Pizzeria,PA,64,3.0
132581,Tokyo Hot Chicken,ID,6,4.0
132582,EXO,AZ,6,4.5
132586,Hewn Spirits,PA,13,4.0
132587,Caffé Nonna,TN,238,4.0
132590,Water + Flour,FL,520,4.0
132591,Mrs Wheat's Louisiana Foods,LA,7,4.0
132596,East Sushi,NJ,104,4.0
132598,Erlton Social Craft Bar & Kitchen,NJ,11,4.0
132599,The Little Things Bakery,CA,127,4.5
132602,Rita's Italian Ice,NJ,5,4.0
132604,Southern Candymakers,LA,85,4.5
132606,Taco Bell,LA,10,3.0
132608,Lincoln Square Pancake House,IN,79,4.5
132609,CVS Pharmacy,NJ,13,2.0
132611,Painting with a Twist,FL,9,5.0
132613,Starbucks,PA,59,3.0
132623,Maritsas Cuisine,NJ,54,4.5
132628,Domino's Pizza,FL,25,2.5
132633,Fox & Son Fair Foods,PA,202,4.5
132635,Murphys Beef & Ale,PA,12,4.0
132639,Santa's Pub,TN,184,4.0
132648,The Keg Steakhouse + Bar,AB,66,4.5
132660,Bearded Iris Brewing,TN,186,4.5
132661,Saigon Pho,AZ,150,3.5
132664,P.Za Kitchen,IN,6,2.0
132669,City Farm Company,TN,7,5.0
132670,Praline Connection,LA,98,2.5
132673,Pappy's Smokehouse,MO,3999,4.5
132677,Sharky's Bagels,NJ,113,3.5
132680,China Gourmet,TN,55,3.5
132684,Raspados Alpha Tamales,IN,21,3.5
132689,Talayna's World Class Pizza,MO,93,3.5
132694,Whataburger,AZ,18,2.5
132695,Kaldi's Coffee Roasting,MO,280,4.0
132698,Grand China Buffet,PA,149,2.5
132700,Noble Roman's Craft Pizza & Pub,IN,29,3.0
132701,Korean Grill,AB,27,4.0
132702,Lima Pizzeria,PA,32,3.5
132707,Be Well Bakery & Cafe,PA,346,4.5
132709,Dunkin',AZ,59,2.0
132721,Los Reyes De La Torta,ID,5,5.0
132723,China Buffet,TN,7,2.0
132725,Acropolis on Freret,LA,37,4.0
132728,Casa Vieja,TN,65,3.5
132729,Blue Tomato,LA,154,4.0
132732,Bishop Estate Vineyard & Winery,PA,40,4.5
132733,Pie Oh My!,MO,118,4.5
132737,The Ridley House,PA,45,3.5
132738,Elena Wu Restaurant & Sushi Bar,NJ,90,3.5
132744,Pizza Hut,FL,28,2.5
132749,Welty's Deli and Catering,LA,323,4.5
132750,CVS Pharmacy,FL,13,2.0
132759,McDonald's,MO,28,2.5
132770,Little Caesars Pizza,TN,15,1.5
132771,China Moon,PA,9,3.0
132772,Guggman Haus Brewing Co,IN,101,5.0
132776,Get Hooked Grill,FL,139,3.5
132779,Taco Bell,MO,28,1.0
132781,Thai Wok,FL,116,4.0
132782,Wawa,PA,10,3.0
132783,Pelican Pub,FL,30,4.0
132790,Village Center Farmers Market,NV,17,4.5
132791,Subway,CA,17,2.5
132795,Femi's Pizzeria,PA,25,4.0
132796,Hattie Jane’s Creamery,TN,6,4.5
132803,Chill Caw-Fee,FL,38,5.0
132804,Gian-Tony's On The Hill,MO,259,4.0
132810,Society Table,FL,101,3.0
132811,TownePlace Suites Franklin Cool Springs,TN,16,4.0
132812,Jimmy John's,MO,15,1.5
132813,Kabuki Japanese Restaurant,PA,320,4.0
132814,Audrey,TN,17,4.0
132816,John Morton's Tavern,PA,13,3.5
132817,Cactus Club Cafe,AB,156,4.0
132818,District Cafe & Bakery,AB,97,4.0
132821,Taco Bell,FL,22,1.5
132833,Smoothie King,TN,19,1.0
132836,Nordstrom Ebar Artisan Coffee,MO,8,4.5
132839,Chick-fil-A,NJ,39,4.0
132844,Zorba's Opa,PA,86,4.0
132851,Chick's Philly,PA,216,4.0
132852,Galatoire's Restaurant,LA,954,3.5
132855,Sportmaster Bait and Tackle,PA,7,2.0
132857,Designer Cakes and Desserts,FL,42,3.5
132859,V’s Churro Bar,NV,13,4.5
132860,Bistreaux Metairie,LA,12,3.5
132862,Thai D Jing,LA,34,4.5
132865,Game 6 Honky Tonk Joint,MO,25,5.0
132870,McDonald's,FL,32,2.0
132873,Ricco's Pizza,NV,28,3.5
132874,McDonald's,TN,14,2.0
132878,The Alley At Southshore,FL,73,2.5
132890,Pizza Hut,IN,19,3.0
132891,Willa's Shortbread,TN,5,4.0
132894,Starbucks,CA,13,3.0
132895,Casa Molina Del Norte Restaurant,AZ,44,2.5
132901,Mike's York Street Bar & Grill,PA,129,3.0
132903,jüs,NV,75,4.0
132904,LaScala's Pronto,PA,171,3.5
132912,Mama's Soul Food Restaurant,FL,48,4.0
132927,El Gallo Giró Mexican Restaurant,ID,44,3.5
132928,Menagerie Coffee at The Bourse,PA,14,4.5
132930,Pho Saigon,AZ,86,3.0
132932,Culver's,FL,8,3.0
132935,Papa John's Pizza,NJ,11,2.5
132939,Ruth's Chris Steak House,FL,191,3.5
132940,The Great Wall,NJ,5,4.5
132941,CVS Pharmacy,AZ,14,2.0
132942,Laughing Planet Cafe,NV,161,4.0
132944,Waffle House,LA,18,2.5
132946,Rita's Italian Ice,PA,11,1.5
132947,Shotgun Willie's BBQ,TN,64,4.5
132950,Speedway,IN,6,3.0
132956,Barrio Charro,AZ,105,4.5
132957,Antojitos Latinos Restaurant,FL,8,4.0
132958,Omakase Asian Cuisine,FL,46,4.0
132960,Taco Bell,PA,33,2.0
132962,Shells Seafood Restaurant - North Tampa,FL,184,4.0
132964,McDonald's,FL,9,1.5
132967,The Energy Spot,IN,20,4.0
132970,PrimoHoagies,NJ,32,3.5
132971,7-Eleven,PA,5,2.5
132978,deVine Wines & Spirits,AB,27,4.5
132988,Okie Dokie Donuts,PA,16,5.0
132994,Hardee's,MO,32,2.5
133001,Cracker Barrel Old Country Store,FL,64,3.0
133002,Ruby Buffet,NJ,153,2.5
133006,Under the Sun Snow Shack,MO,11,3.5
133014,Pike's Pub,PA,5,4.0
133018,Tijuana Flats,FL,96,3.5
133020,Little Caesars Pizza,AZ,16,2.5
133023,"General Deck, Bar, Grill",PA,43,4.0
133024,Firehouse Subs,FL,22,3.0
133027,Winston's Pub & Patio,LA,44,4.0
133034,Al Pastor,PA,128,3.5
133036,The Village Pub,NJ,170,3.5
133037,St Louis Hills Donut Shop,MO,67,4.5
133041,The Farmer's Daughter,PA,149,3.5
133047,Zea Rotisserie & Cafe,LA,71,3.5
133052,Mofongo Steakhouse Seafood Bar & Grill,FL,31,3.5
133054,Golden Nugget Tavern,NJ,67,3.5
133057,Robin's Nest Restaurant,NJ,212,4.0
133058,Ciro's,FL,833,4.0
133061,Munch's Sundries & Restaurant,FL,162,4.0
133063,Boise Juice Company,ID,30,4.5
133080,Charlie's Sushi & Japanese Restaurant,FL,97,4.0
133082,Bravo Pizza,PA,43,4.0
133087,The Human Bean,NV,150,4.5
133089,Kebab Gyros and Italian Cusine,TN,56,3.5
133099,Philadium,PA,24,4.0
133104,Chong Wah,MO,43,3.5
133106,Donk's,TN,18,3.5
133107,Sage the World,FL,10,4.0
133114,Burger King,TN,25,2.0
133117,White Castle,MO,12,2.5
133118,Baja Cafe on Campbell,AZ,726,4.5
133121,Tosco Pizza & Italian Restaurant,PA,81,4.0
133122,Five Guys,IN,97,4.0
133123,Westshore Pizza,FL,42,2.5
133129,The Ozona Pig,FL,210,4.0
133131,Del Taco,ID,38,3.0
133142,McDonald's,PA,12,1.0
133144,Dragon Phoenix House,PA,41,3.0
133145,Applebee's Grill + Bar,IL,33,3.0
133147,Las Palmas Mexican Restaurant,TN,49,3.0
133150,Little Caesars Pizza,FL,7,1.0
133156,Grain River Asian Bistro,AZ,135,4.0
133159,Moe's Southwest Grill,FL,48,2.5
133163,McDonald's,PA,13,2.0
133164,King Edwards Fried Chicken,MO,147,4.0
133169,Jack's Donuts,IN,48,3.5
133173,Chipotle Mexican Grill,IN,73,2.5
133176,Compass Grille,FL,82,3.0
133177,Poke Loa,LA,238,4.0
133180,Red Rooster,LA,27,4.5
133182,Applebee's Grill + Bar,NJ,27,2.0
133192,Los Portales,TN,42,3.0
133193,Papa John's Pizza,LA,7,1.5
133194,Jason's Deli,TN,17,4.0
133195,Marquise Cafe,FL,38,4.5
133198,Little Caesars Pizza,NV,31,2.0
133199,Nine Thai Cuisine,NJ,9,4.5
133208,Main Street Liquor Market,TN,30,4.0
133210,Flamingo A-Go-Go,LA,791,3.5
133212,CVS Pharmacy,NJ,6,4.0
133217,Cracker Barrel Old Country Store,TN,83,3.0
133220,Applebee's Grill + Bar,MO,34,3.0
133226,China Chef,PA,23,3.0
133233,Young's Produce,PA,14,4.0
133237,Buffalo Wild Wings,TN,84,2.5
133239,Nailers Brewing,IN,28,4.0
133240,Subway,MO,6,3.0
133242,Original Dominick's Pizza,NJ,9,2.5
133250,Cucina Di Paolo,ID,208,4.5
133251,Maryanne's Homestyle Cooking,PA,197,4.0
133253,Brasserie by Niche,MO,662,4.5
133260,Dear Sushi,TN,179,4.5
133266,Denny's,FL,33,3.5
133268,Emperor Restaurant,PA,9,3.5
133269,Jack Daniel's,TN,267,3.0
133270,Kanaloa Seafood,CA,225,4.0
133272,Pink Door Cookies,TN,11,5.0
133286,King's Wok Chinese Food,PA,19,3.0
133295,Blue Bay Restaurant,PA,27,2.5
133296,China Pavilion,CA,348,3.5
133297,Starbucks,MO,19,3.5
133301,Five Points Pizza - West Nashville,TN,189,4.5
133304,Rich's Other Place,PA,46,3.5
133306,Ben's Pizza # 2,LA,6,2.0
133307,Collingswood Diner,NJ,20,2.0
133309,Bout The Hops Brewing,NJ,17,4.5
133312,Fuji Sushi ,MO,37,3.5
133313,Wilma's,DE,7,4.0
133314,Cracker Barrel Old Country Store,IN,97,3.5
133320,Cappelli Brothers Cigar Company,PA,89,4.5
133321,A & N Italian Deli,FL,71,4.5
133322,Little Caesars,PA,6,2.5
133323,Pats Select Pizza|Grill,NJ,35,4.0
133324,Furio's Deli & Cafe,PA,16,4.0
133326,Rita's Italian Ice,DE,6,2.0
133328,CAVA,TN,107,3.5
133329,Lindy's On 4th,AZ,577,4.0
133334,Engine No 9,FL,1141,4.5
133338,King Hookah Lounge & Smoke Shop,FL,10,4.5
133345,Leah's Kitchen,LA,12,3.0
133353,Pancho Villa Grill,TN,67,3.5
133358,Woops! Bakeshop Main Gate Square,AZ,146,4.5
133359,Flatwater Restaurant,IN,374,4.0
133360,Crehan's Irish Pub,IL,13,2.5
133362,Sophie's BBQ,PA,67,4.0
133363,Jeans Cafe,PA,180,4.0
133367,Hellas Bakery & Pita,FL,22,4.0
133378,The Fish Guy,FL,143,4.0
133382,Wendy's,FL,18,2.5
133384,Healthy Soul Indy,IN,9,5.0
133385,Verrazzanos New York Pizza,FL,48,4.0
133388,A & S Liquor & Wine,TN,10,4.5
133389,Firehouse Subs,FL,40,3.0
133392,Yummy Asian,PA,51,4.0
133394,Wawa,NJ,5,3.5
133396,Popeyes Louisiana Kitchen,FL,41,2.0
133399,Vin de Set,MO,479,3.5
133404,Smoothie King,IL,6,3.0
133406,Mango Jo's Bar and Liquors,FL,7,2.5
133410,Los Taquitos de Puebla ,PA,32,3.5
133411,La Michoacána,LA,21,4.5
133414,Niagara Tap,FL,21,3.5
133415,China House,LA,10,3.5
133420,Magic Sweets,LA,8,4.5
133425,El Manantial Tacos Y Hotdogs,AZ,35,4.5
133429,Inglewood Lounge,TN,59,4.5
133433,Iron Hill Brewery & Restaurant,PA,283,3.5
133435,Mister China,NJ,14,4.5
133446,Country Flame,LA,163,3.0
133452,Subway,FL,17,2.5
133463,Hung Phat Vietnamese Noodle House,AB,34,4.0
133465,Ristorante Mamma Maria's,PA,97,3.5
133470,12th and Pine,TN,28,4.5
133473,Biryani Bowl -Tampa,FL,16,3.0
133474,Virginia's Market,TN,6,5.0
133475,Cheers to You Nutrition,AZ,17,4.5
133476,Le Pain Quotidien,PA,312,3.5
133477,Papa John's Pizza,NJ,19,2.0
133482,Shake Shack,PA,218,3.5
133486,Lolli's Chocolates,LA,11,3.5
133487,MOD Pizza,MO,89,4.0
133488,Jersey Devil Golf and Fun Center,NJ,10,4.0
133489,Jimmy John's,IN,26,2.5
133492,Nudo House,MO,103,4.5
133497,Mandola's Italian Kitchen,FL,119,4.0
133505,Burger King,IN,5,3.0
133508,Bert's Steak & Sub House,NJ,11,5.0
133509,Wawa,PA,8,4.0
133510,Dunkin',NJ,17,2.0
133511,Middletown Country Club,PA,9,3.0
133518,Sushi Planet,PA,192,3.5
133523,Ultimo Coffee,PA,156,4.0
133525,Popeyes Louisiana Kitchen,PA,20,3.0
133541,Not Just Pizza,PA,97,2.5
133547,Jet's Pizza,FL,37,3.5
133552,Taqueria y Carnicería el Puerto,IN,6,4.5
133557,Wawa,PA,11,3.0
133558,Burrito Express Bar & Grill,IN,10,4.5
133568,ÀLAVITA,ID,305,4.0
133573,South Jersey Soft Pretzel & Water Ice,NJ,41,4.0
133583,Bangkok Sushi,FL,257,4.0
133584,Creations Dining Room & Lounge,AB,17,3.5
133587,The Cask & Barrel,AB,59,3.0
133590,The Dinner House,PA,52,4.5
133593,Pancho's Restaurant of San Ann,FL,234,4.5
133594,Lloyd & Harry's,MO,51,3.0
133595,Canal's Discount Liquor Mart,NJ,7,1.5
133596,Subway,MO,11,2.0
133600,Baci Ristorante & Heart Of Oak Pub,PA,94,4.0
133602,Cafe Olé,PA,371,4.0
133605,Red Central Chinese Restaurant,PA,15,2.5
133610,Simply Southern Soul Food,IN,23,3.0
133611,Johnny's Pizza,ID,37,4.0
133612,Fit Stop Eatery,FL,33,4.5
133613,McKeown Beverages,PA,6,3.5
133615,Cajun Heroes Seafood Boil Gumbo & Po’Boys,PA,77,4.0
133618,Wok-N-Roll of Clearwater,FL,34,3.5
133620,Foxy Roxy's Chicken 'n Cone,AZ,18,3.5
133621,Lodge On The Desert,AZ,300,3.5
133623,Ice & Cream Creamery,FL,28,4.0
133627,Jamba Juice,AZ,15,3.0
133628,Dunkin',FL,6,2.0
133636,Lion's Choice,MO,33,3.5
133640,Murphy's Pubhouse South,IN,92,4.0
133643,Sapporo 2,MO,221,3.5
133647,Original Joe's Restaurant & Bar,AB,24,3.5
133649,The Scotch Bonnet Kitchen,NJ,15,4.0
133651,King and Queen Massage & Spa,PA,45,4.0
133652,Montgomery Lunch,PA,6,3.0
133657,Hudock's Frozen Custard Stand,NJ,35,4.0
133658,Happy China,MO,89,3.0
133661,Sushi Nami,PA,52,4.0
133663,Cafe Diem,PA,264,4.5
133667,Boba Tea Company,AZ,28,2.5
133672,La Chine China Bistro,TN,46,4.0
133676,Acropolis Greek Taverna,FL,403,3.5
133679,Taco Bell,CA,28,3.5
133683,Daddy's Dogs - Demonbreun Hill,TN,7,4.0
133692,Taqueria Amor,PA,45,4.0
133693,Halligan's Pub,PA,71,3.0
133694,NY Pie,TN,277,4.5
133698,Hub Coffee Roasters,NV,17,5.0
133701,El Puerto Jarocho,PA,10,4.5
133702,The Towpath,NJ,10,4.0
133704,El Perro Loco,AZ,31,4.5
133705,Lalos Raspados,AZ,6,2.5
133707,El Fandangos Inc,IN,6,3.5
133708,Little Chicago,TN,243,2.5
133710,Nacho Mama's Mexican Grill,LA,211,3.0
133712,Rascal's Vegan Food,CA,25,4.5
133715,Roma's Pizza,PA,83,4.5
133720,Bonefish Grill,MO,328,3.5
133723,Burger King,NJ,6,3.0
133726,Giovanni Pizza,PA,93,4.0
133739,Louisiana Purchase,AB,39,3.5
133741,Vernick Fish,PA,129,4.5
133742,Burger King,FL,21,1.5
133749,Walgreens,FL,8,3.0
133765,Urban Chestnut Brewing Company,MO,383,4.0
133766,Inn at the Villa,IN,21,3.5
133769,West Meade Wine & Liquor Mart,TN,11,4.0
133782,brewLAB,CA,50,4.5
133787,Metro Diner,IN,471,4.0
133788,The Pineapple Shack,FL,8,4.5
133789,Jim 'N Nick's,TN,189,4.0
133790,Shelly's Cafe,FL,399,4.5
133794,LongHorn Steakhouse,PA,92,2.5
133804,QDOBA Mexican Eats,IN,34,3.5
133813,Ollie Gators Pub,NJ,69,4.0
133814,Local Tavern,PA,275,2.5
133820,The Taggart House,PA,10,4.0
133821,Checkers,FL,29,1.5
133823,Santa Barbara Wine Therapy,CA,254,4.0
133824,Penguin Pretzel Factory,FL,62,4.5
133827,Two Persons Coffee,PA,16,4.5
133828,Nick Filet,PA,8,4.5
133829,Hotdog Mini Mart,CA,5,4.5
133835,CVS Pharmacy,PA,18,2.0
133836,WingHouse Bar & Grill,FL,146,3.5
133843,Rebel Food & Drink,AB,48,3.5
133844,CVS Pharmacy,IL,6,1.0
133847,Montesini Pizza & Pasta Gourmet,NJ,24,3.5
133848,Cleo's,LA,746,4.0
133849,Dunkin',NJ,7,2.5
133853,Waffle House,FL,39,4.0
133854,Millie's Pancake Haus,AZ,181,3.0
133856,Don Cuervo,IN,90,4.5
133859,Frosty's Caffe,LA,137,4.0
